id,basin_directorate,name,total_volume,sanitary_volume,current_volume,current_volume_percent,current_useful_volume,current_useful_volume_percent,ingress,egress,trend
1,БДДР,Искър,655.252,87.2,511.556,78.07,424.356,74.7,3.875,10.022,↓
2,БДДР,Бели Искър,15.08,1.4,10.25,67.97,8.85,64.7,0.393,0.656,↓
3,БДДР,Среченска бара,15.5,1.0,14.941,96.39,13.941,96.14,0.208,0.544,↓
4,БДДР,Христо Смирненски,27.7,4.2,24.715,89.22,20.515,87.3,0.057,0.787,↓
5,БДДР,Йовковци,92.179,9.0,83.844,90.96,74.844,89.98,0.097,0.719,↓
6,БДЧР,Тича,311.8,40.0,231.344,74.2,191.344,70.4,1.454,1.454,~
7,БДЧР,Камчия,233.55,76.0,217.702,93.21,141.702,89.94,2.373,2.268,↑
8,БДЧР,Ясна поляна,32.32,7.55,23.642,73.15,16.092,64.97,0.405,0.37,↑
9,БДИБР,Асеновец,28.2,2.0,20.464,72.57,18.464,70.47,0.532,0.81,↓
10,БДИБР,Боровица,27.3,4.6,27.225,99.73,22.625,99.67,0.202,0.26,↓
11,БДЗБР,Студена,25.2,2.4,19.102,75.8,16.702,73.25,0.722,0.722,~
12,БДЗБР,Дяково,35.4,8.0,27.688,78.21,19.688,71.85,0.189,0.189,~
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.275,26.81,0.175,18.89,,,↑
14,БДЗБР,Карагьол - за рез.водоснабдяване,2.252,0.2,0.868,38.53,0.668,32.53,,,д
15,БДДР,Огняново - за рез.водоснабдяване **,31.6,2.5,19.742,62.47,17.242,59.25,0.505,0.505,~
16,БДДР,Панчарево,6.465,1.5,5.065,78.34,3.565,71.8,10.0,10.0,᷆
17,БДДР,Ястребино,62.3,3.9,40.186,64.5,36.286,62.13,0.521,0.104,↑
18,БДДР,Кула,20.25,0.7,9.04,44.64,8.34,42.66,0.012,0.116,↓
19,БДДР,Рабиша,43.2,2.4,11.675,27.03,9.275,22.73,0.012,0.012,~
20,БДДР,Огоста,506.0,67.0,207.7,41.05,140.7,32.05,2.662,7.87,↓
21,БДДР,Сопот,60.908,1.3,32.14,52.77,30.84,51.74,0.278,0.278,~
22,БДДР,Горни Дъбник,130.0,3.0,52.894,40.69,49.894,39.29,1.644,0.313,↑
23,БДДР,Бели Лом,25.5,3.2,9.257,36.3,6.057,27.16,0.185,0.081,↑
24,БДЧР,Съединение,12.81,1.5,8.303,64.82,6.803,60.15,0.069,0.069,~
25,БДЧР,Георги Трайков (Цонево),330.0,21.0,173.032,52.43,152.032,49.2,1.636,3.14,↓
26,БДЧР,Порой,45.2,2.0,4.463,9.87,2.463,5.7,0.219,0.0,↑
27,БДЧР,Ахелой,12.35,0.8,2.172,17.59,1.372,11.88,0.116,0.0,↑
28,БДИБР,Жребчево,400.0,30.0,223.4,55.85,193.4,52.27,6.213,11.769,↓
29,БДИБР,Малко Шарково,45.0,3.9,38.855,86.34,34.955,85.05,0.461,0.091,↑
30,БДИБР,Домлян,26.074,0.7,10.823,41.51,10.123,39.89,0.206,0.085,↑
31,БДИБР,Пясъчник,206.53,3.4,32.082,15.53,28.682,14.12,2.326,0.196,↑
32,БДИБР,Тополница,137.108,20.0,89.194,65.05,69.194,59.09,9.815,0.579,↑
33,БДИБР,Тракиец,114.0,24.0,79.97,70.15,55.97,62.19,3.623,2.118,↑
34,БДЗБР,Пчелина,54.2,34.2,54.05,99.72,19.85,99.25,6.238,6.238,᷆
35,БДДР,Александър Стамболийски,205.569,20.0,143.15,69.64,123.15,66.36,4.656,11.554,↓
36,БДДР,Кокаляне,,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,75.962,53.41,70.552,51.57,4.587,7.08,↓
38,БДИБР,Белмекен,144.036,3.81,83.848,58.21,80.038,57.08,,,↓
39,БДИБР,Чаира,5.5,1.369,2.096,38.11,0.727,17.6,,,↑
40,БДИБР,Голям Беглик,62.111,3.942,46.214,74.41,42.272,72.67,,,↓
41,БДИБР,Широка поляна,23.98,3.3,12.961,54.05,9.661,46.72,,,↓
42,БДИБР,Беглика,1.554,0.242,0.941,60.55,0.699,53.28,0.199,0.477,↓
43,БДИБР,Тошков Чарк,1.782,0.276,1.508,84.62,1.232,81.81,0.393,0.752,↓
44,БДИБР,Батак,310.298,19.95,221.896,71.51,201.946,69.55,6.833,5.753,↑
45,БДЗБР,Доспат,449.249,14.907,373.111,83.05,358.204,82.47,4.722,5.907,↓
46,БДИБР,Цанков камък,110.708,31.2,78.771,71.15,47.571,59.83,16.972,11.301,↑
47,БДИБР,Въча,226.12,24.52,187.793,83.05,163.273,80.99,13.433,16.419,↓
48,БДИБР,Кричим,20.256,1.73,19.321,95.38,17.591,94.95,15.858,16.657,↓
49,БДИБР,Кърджали,497.236,107.176,441.701,88.83,334.525,85.76,31.077,93.902,↓
50,БДИБР,Студен кладенец,387.772,90.667,324.697,83.73,234.03,78.77,110.112,119.004,↓
51,БДИБР,Ивайловград,156.702,59.526,124.292,79.32,64.766,66.65,150.461,156.367,↓
52,БДИБР,Розов кладенец,20.4,13.268,19.32,94.71,6.052,84.86,,,↑
