id,basin_directorate,name,total_volume,sanitary_volume,current_volume,current_volume_percent,current_useful_volume,current_useful_volume_percent,ingress,egress,trend
1,БДДР,Искър,655.252,87.2,515.278,78.64,428.078,75.36,7.623,9.164,↓
2,БДДР,Бели Искър,15.08,1.4,10.551,69.97,9.151,66.89,0.104,0.598,↓
3,БДДР,Среченска бара,15.5,1.0,15.162,97.82,14.162,97.67,0.532,0.532,~
4,БДДР,Христо Смирненски,27.7,4.2,25.623,92.5,21.423,91.16,0.056,0.787,↓
5,БДДР,Йовковци,92.179,9.0,84.49,91.66,75.49,90.76,0.113,0.738,↓
6,БДЧР,Тича,311.8,40.0,229.868,73.72,189.868,69.86,1.62,1.62,~
7,БДЧР,Камчия,233.55,76.0,215.676,92.35,139.676,88.66,5.578,2.268,↑
8,БДЧР,Ясна поляна,32.32,7.55,21.131,65.38,13.581,54.83,0.185,0.347,↓
9,БДИБР,Асеновец,28.2,2.0,20.536,72.82,18.536,70.75,0.914,0.822,↑
10,БДИБР,Боровица,27.3,4.6,27.235,99.76,22.635,99.71,0.144,0.26,↓
11,БДЗБР,Студена,25.2,2.4,19.009,75.43,16.609,72.85,1.357,0.744,↑
12,БДЗБР,Дяково,35.4,8.0,28.007,79.12,20.007,73.02,0.033,0.245,↓
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.26,25.37,0.16,17.29,,,~
14,БДЗБР,Карагьол - за рез.водоснабдяване,2.252,0.2,1.026,45.54,0.826,40.23,,,д
15,БДДР,Огняново - за рез.водоснабдяване **,31.6,2.5,19.498,61.7,16.998,58.41,0.505,0.505,~
16,БДДР,Панчарево,6.465,1.5,5.101,78.9,3.601,72.52,10.273,10.689,᷆
17,БДДР,Ястребино,62.3,3.9,39.406,63.25,35.506,60.8,0.324,0.116,↑
18,БДДР,Кула,20.25,0.7,8.998,44.43,8.298,42.45,0.116,0.116,~
19,БДДР,Рабиша,43.2,2.4,11.675,27.03,9.275,22.73,0.012,0.081,↓
20,БДДР,Огоста,506.0,67.0,210.66,41.63,143.66,32.72,8.681,7.06,↑
21,БДДР,Сопот,60.908,1.3,31.12,51.09,29.82,50.03,1.319,0.278,↑
22,БДДР,Горни Дъбник,130.0,3.0,51.919,39.94,48.919,38.52,0.972,0.313,↑
23,БДДР,Бели Лом,25.5,3.2,9.134,35.82,5.934,26.61,0.208,0.093,↑
24,БДЧР,Съединение,12.81,1.5,8.267,64.54,6.767,59.83,0.081,0.081,~
25,БДЧР,Георги Трайков (Цонево),330.0,21.0,172.902,52.39,151.902,49.16,1.958,3.462,↓
26,БДЧР,Порой,45.2,2.0,4.196,9.28,2.196,5.08,0.335,0.0,↑
27,БДЧР,Ахелой,12.35,0.8,1.937,15.68,1.137,9.84,0.15,0.0,↑
28,БДИБР,Жребчево,400.0,30.0,225.48,56.37,195.48,52.83,8.827,8.827,~
29,БДИБР,Малко Шарково,45.0,3.9,37.196,82.66,33.296,81.01,1.943,0.091,↑
30,БДИБР,Домлян,26.074,0.7,10.233,39.25,9.533,37.57,1.143,0.084,↑
31,БДИБР,Пясъчник,206.53,3.4,30.058,14.55,26.658,13.12,1.254,0.189,↑
32,БДИБР,Тополница,137.108,20.0,76.099,55.5,56.099,47.9,7.905,0.59,↑
33,БДИБР,Тракиец,114.0,24.0,76.46,67.07,52.46,58.29,1.505,0.116,↑
34,БДЗБР,Пчелина,54.2,34.2,54.1,99.82,19.9,99.5,7.407,7.407,᷆
35,БДДР,Александър Стамболийски,205.569,20.0,149.091,72.53,129.091,69.56,6.979,11.012,↓
36,БДДР,Кокаляне,,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,73.759,51.86,68.349,49.96,7.899,2.21,↑
38,БДИБР,Белмекен,144.036,3.81,87.384,60.67,83.574,59.6,,,↓
39,БДИБР,Чаира,5.5,1.369,2.28,41.45,0.911,22.05,,,↑
40,БДИБР,Голям Беглик,62.111,3.942,46.425,74.75,42.483,73.03,,,↑
41,БДИБР,Широка поляна,23.98,3.3,12.72,53.04,9.42,45.55,,,↑
42,БДИБР,Беглика,1.554,0.242,0.955,61.45,0.713,54.34,0.349,0.557,↓
43,БДИБР,Тошков Чарк,1.782,0.276,1.69,94.84,1.414,93.89,0.672,0.753,↓
44,БДИБР,Батак,310.298,19.95,218.443,70.4,198.493,68.36,12.99,2.188,↑
45,БДЗБР,Доспат,449.249,14.907,369.63,82.28,354.723,81.67,9.694,0.214,↑
46,БДИБР,Цанков камък,110.708,31.2,81.864,73.95,50.664,63.72,17.197,14.269,↑
47,БДИБР,Въча,226.12,24.52,198.661,87.86,174.141,86.38,17.396,34.04,↓
48,БДИБР,Кричим,20.256,1.73,19.338,95.47,17.608,95.04,33.993,33.09,↑
49,БДИБР,Кърджали,497.236,107.176,470.434,94.61,363.258,93.13,33.974,79.039,↓
50,БДИБР,Студен кладенец,387.772,90.667,351.571,90.66,260.904,87.82,110.595,116.754,↓
51,БДИБР,Ивайловград,156.702,59.526,128.839,82.22,69.313,71.33,110.484,118.168,↓
52,БДИБР,Розов кладенец,20.4,13.268,18.816,92.24,5.548,77.79,,,↑
