id,basin_directorate,name,total_volume,sanitary_volume,current_volume,current_volume_percent,current_useful_volume,current_useful_volume_percent,ingress,egress,trend
1,БДДР,Искър,655.252,87.2,545.759,83.29,458.559,80.72,7.366,4.205,↑
2,БДДР,Бели Искър,15.08,1.4,9.789,64.91,8.389,61.32,0.752,1.548,↓
3,БДДР,Среченска бара,15.5,1.0,14.691,94.78,13.691,94.42,1.898,0.683,↑
4,БДДР,Христо Смирненски,27.7,4.2,19.82,71.55,15.62,66.47,0.083,0.333,↓
5,БДДР,Йовковци,,,,,,,,,
6,БДЧР,Тича,311.8,40.0,236.45,75.83,196.45,72.28,0.035,2.263,↓
7,БДЧР,Камчия,233.55,76.0,201.774,86.39,125.774,79.83,0.016,2.674,↓
8,БДЧР,Ясна поляна,32.32,7.55,18.888,58.44,11.338,45.77,0.012,0.405,↓
9,БДИБР,Асеновец,28.2,2.0,18.007,63.85,16.007,61.1,0.093,0.637,↓
10,БДИБР,Боровица,27.3,4.6,25.196,92.29,20.596,90.73,0.101,0.39,↓
11,БДЗБР,Студена,25.2,2.4,21.69,86.07,19.29,84.6,1.753,0.733,↑
12,БДЗБР,Дяково,35.4,8.0,27.915,78.86,19.915,72.68,0.837,0.199,↑
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.785,76.66,0.685,74.13,,,↑
14,БДЗБР,Карагьол - за рез.водоснабдяване,2.252,0.2,1.747,77.55,1.547,75.37,,,д
15,БДДР,Огняново - за рез.водоснабдяване **,31.6,2.5,18.042,57.09,15.542,53.41,0.127,0.335,↓
16,БДДР,Панчарево,6.465,1.5,5.435,84.06,3.935,79.25,5.454,4.004,᷆
17,БДДР,Ястребино,62.3,3.9,34.432,55.27,30.532,52.28,0.162,0.752,↓
18,БДДР,Кула,20.25,0.7,7.857,38.8,7.157,36.61,0.104,0.139,↓
19,БДДР,Рабиша,43.2,2.4,12.631,29.24,10.231,25.08,0.0,0.046,↓
20,БДДР,Огоста,506.0,67.0,236.055,46.65,169.055,38.51,5.903,5.903,~
21,БДДР,Сопот,60.908,1.3,32.85,53.93,31.55,52.93,2.94,2.94,~
22,БДДР,Горни Дъбник,130.0,3.0,48.468,37.28,45.468,35.8,1.123,1.123,~
23,БДДР,Бели Лом,25.5,3.2,8.507,33.36,5.307,23.8,0.104,0.313,↓
24,БДЧР,Съединение,12.81,1.5,8.196,63.98,6.696,59.2,0.104,0.104,~
25,БДЧР,Георги Трайков (Цонево),330.0,21.0,187.339,56.77,166.339,53.83,1.272,2.776,↓
26,БДЧР,Порой,45.2,2.0,4.688,10.37,2.688,6.22,0.092,0.0,↑
27,БДЧР,Ахелой,12.35,0.8,2.857,23.13,2.057,17.81,0.058,0.035,↑
28,БДИБР,Жребчево,400.0,30.0,151.575,37.89,121.575,32.86,6.397,6.397,~
29,БДИБР,Малко Шарково,45.0,3.9,33.701,74.89,29.801,72.51,0.014,0.35,↓
30,БДИБР,Домлян,26.074,0.7,6.998,26.84,6.298,24.82,0.7,1.077,↓
31,БДИБР,Пясъчник,206.53,3.4,32.68,15.82,29.28,14.41,2.882,0.22,↑
32,БДИБР,Тополница,137.108,20.0,32.199,23.48,12.199,10.42,3.958,4.896,↓
33,БДИБР,Тракиец,114.0,24.0,65.62,57.56,41.62,46.24,0.012,0.799,↓
34,БДЗБР,Пчелина,54.2,34.2,54.0,99.63,19.8,99.0,6.343,5.185,᷆
35,БДДР,Александър Стамболийски,205.569,20.0,122.214,59.45,102.214,55.08,1.959,1.959,~
36,БДДР,Кокаляне,,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,19.141,13.46,13.731,10.04,1.984,1.362,↑
38,БДИБР,Белмекен,144.036,3.81,114.758,79.67,110.948,79.12,,,↑
39,БДИБР,Чаира,5.5,1.369,2.127,38.68,0.758,18.36,,,↓
40,БДИБР,Голям Беглик,62.111,3.942,46.073,74.18,42.131,72.43,,,↓
41,БДИБР,Широка поляна,23.98,3.3,12.78,53.3,9.48,45.84,,,↓
42,БДИБР,Беглика,1.554,0.242,0.978,62.91,0.736,56.07,0.144,0.001,↑
43,БДИБР,Тошков Чарк,1.782,0.276,0.662,37.14,0.386,25.62,0.391,0.001,↑
44,БДИБР,Батак,310.298,19.95,179.149,57.73,159.199,54.83,5.783,8.793,↓
45,БДЗБР,Доспат,449.249,14.907,355.501,79.13,340.594,78.42,6.046,3.676,↑
46,БДИБР,Цанков камък,110.708,31.2,87.623,79.15,56.423,70.97,6.732,3.919,↑
47,БДИБР,Въча,226.12,24.52,171.078,75.66,146.558,72.7,4.544,13.294,↓
48,БДИБР,Кричим,20.256,1.73,19.754,97.52,18.024,97.29,13.512,11.207,↑
49,БДИБР,Кърджали,497.236,107.176,351.003,70.59,243.827,62.51,1.53,9.097,↓
50,БДИБР,Студен кладенец,387.772,90.667,231.142,59.61,140.475,47.28,5.783,44.693,↓
51,БДИБР,Ивайловград,156.702,59.526,147.324,94.02,87.798,90.35,31.499,26.414,↑
52,БДИБР,Розов кладенец,20.4,13.268,17.124,83.94,3.856,54.07,,,↓
