id,basin_directorate,name,total_volume,sanitary_volume,current_volume,current_volume_percent,current_useful_volume,current_useful_volume_percent,ingress,egress,trend
1,БДДР,Искър,655.252,87.2,508.374,77.58,421.174,74.14,27.76,12.446,↑
2,БДДР,Бели Искър,15.08,1.4,10.772,71.43,9.372,68.51,0.43,0.43,~
3,БДДР,Среченска бара,15.5,1.0,14.835,95.71,13.835,95.41,3.403,0.521,↑
4,БДДР,Христо Смирненски,27.7,4.2,24.854,89.72,20.654,87.89,2.648,1.188,↑
5,БДДР,Йовковци,92.179,9.0,84.059,91.19,75.059,90.24,,,д
6,БДЧР,Тича,311.8,40.0,228.228,73.2,188.228,69.25,5.23,1.434,↑
7,БДЧР,Камчия,233.55,76.0,204.028,87.36,128.028,81.26,41.967,2.106,↑
8,БДЧР,Ясна поляна,32.32,7.55,20.566,63.63,13.016,52.55,0.382,0.347,↑
9,БДИБР,Асеновец,28.2,2.0,19.832,70.33,17.832,68.06,2.037,0.833,↑
10,БДИБР,Боровица,27.3,4.6,27.3,100.0,22.7,100.0,0.26,0.26,~
11,БДЗБР,Студена,25.2,2.4,17.923,71.12,15.523,68.08,3.186,0.74,↑
12,БДЗБР,Дяково,35.4,8.0,28.136,79.48,20.136,73.49,1.506,0.229,↑
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.301,29.4,0.201,21.76,,,↓
14,БДЗБР,Карагьол - за рез.водоснабдяване,2.252,0.2,1.19,52.85,0.99,48.26,,,д
15,БДДР,Огняново - за рез.водоснабдяване **,31.6,2.5,17.994,56.94,15.494,53.24,1.996,0.26,↑
16,БДДР,Панчарево,6.465,1.5,5.058,78.23,3.558,71.65,23.109,22.146,᷆
17,БДДР,Ястребино,62.3,3.9,39.007,62.61,35.107,60.11,0.324,0.116,↑
18,БДДР,Кула,20.25,0.7,8.86,43.75,8.16,41.74,0.127,0.127,~
19,БДДР,Рабиша,43.2,2.4,11.819,27.36,9.419,23.09,0.012,0.093,↓
20,БДДР,Огоста,506.0,67.0,205.75,40.66,138.75,31.61,16.898,3.356,↑
21,БДДР,Сопот,60.908,1.3,28.36,46.56,27.06,45.4,2.465,0.613,↑
22,БДДР,Горни Дъбник,130.0,3.0,50.256,38.66,47.256,37.21,0.336,0.336,~
23,БДДР,Бели Лом,25.5,3.2,8.915,34.96,5.715,25.63,0.093,0.093,~
24,БДЧР,Съединение,12.81,1.5,8.152,63.64,6.652,58.82,0.174,0.069,↑
25,БДЧР,Георги Трайков (Цонево),330.0,21.0,171.471,51.96,150.471,48.7,3.197,1.692,↑
26,БДЧР,Порой,45.2,2.0,6.8,15.04,4.8,11.11,0.266,0.0,↑
27,БДЧР,Ахелой,12.35,0.8,2.555,20.69,1.755,15.19,0.208,0.301,↓
28,БДИБР,Жребчево,400.0,30.0,219.976,54.99,189.976,51.34,27.105,9.513,↑
29,БДИБР,Малко Шарково,45.0,3.9,36.303,80.67,32.403,78.84,0.461,0.091,↑
30,БДИБР,Домлян,26.074,0.7,7.552,28.96,6.852,27.0,3.076,0.058,↑
31,БДИБР,Пясъчник,206.53,3.4,25.682,12.43,22.282,10.97,4.061,0.172,↑
32,БДИБР,Тополница,137.108,20.0,59.515,43.41,39.515,33.74,19.711,0.37,↑
33,БДИБР,Тракиец,114.0,24.0,69.3,60.79,45.3,50.33,19.213,0.116,↑
34,БДЗБР,Пчелина,54.2,34.2,54.85,101.2,20.65,103.25,33.102,37.153,᷆
35,БДДР,Александър Стамболийски,205.569,20.0,137.601,66.94,117.601,63.37,21.474,11.868,↑
36,БДДР,Кокаляне,,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,62.246,43.77,56.836,41.55,23.065,5.55,↑
38,БДИБР,Белмекен,144.036,3.81,97.142,67.44,93.332,66.56,,,↓
39,БДИБР,Чаира,5.5,1.369,3.184,57.89,1.815,43.94,,,↑
40,БДИБР,Голям Беглик,62.111,3.942,44.648,71.88,40.706,69.98,,,↑
41,БДИБР,Широка поляна,23.98,3.3,11.048,46.07,7.748,37.47,,,↑
42,БДИБР,Беглика,1.554,0.242,1.587,102.12,1.345,102.52,1.849,1.004,᷆
43,БДИБР,Тошков Чарк,1.782,0.276,1.808,101.46,1.532,101.73,2.692,2.75,᷆
44,БДИБР,Батак,310.298,19.95,209.568,67.54,189.618,65.31,19.934,7.118,↑
45,БДЗБР,Доспат,449.249,14.907,347.106,77.26,332.199,76.48,28.697,0.258,↑
46,БДИБР,Цанков камък***,110.708,31.2,104.453,94.35,73.253,92.13,93.117,99.309,↓
47,БДИБР,Въча,226.12,24.52,216.212,95.62,191.692,95.09,110.745,46.671,↑
48,БДИБР,Кричим,20.256,1.73,18.476,91.21,16.746,90.39,45.265,59.05,↓
49,БДИБР,Кърджали,497.236,107.176,430.059,86.49,322.883,82.78,256.482,1.169,↑
50,БДИБР,Студен кладенец***,387.772,90.667,380.571,98.14,289.904,97.58,216.387,127.396,↑
51,БДИБР,Ивайловград,156.702,59.526,132.597,84.62,73.071,75.19,175.513,189.714,↓
52,БДИБР,Розов кладенец,20.4,13.268,17.412,85.35,4.144,58.1,,,↑
