id,basin_directorate,name,total_volume,sanitary_volume,current_volume,current_volume_percent,current_useful_volume,current_useful_volume_percent,ingress,egress,trend
1,БДДР,Искър,655.252,87.2,547.809,83.6,460.609,81.09,4.06,10.394,↓
2,БДДР,Бели Искър,15.08,1.4,10.551,69.97,9.151,66.89,0.747,1.573,↓
3,БДДР,Среченска бара,15.5,1.0,15.075,97.26,14.075,97.07,0.231,0.683,↓
4,БДДР,Христо Смирненски,27.7,4.2,20.1,72.57,15.9,67.66,0.079,0.329,↓
5,БДДР,Йовковци,92.179,9.0,85.14,92.36,76.14,91.54,0.212,0.84,↓
6,БДЧР,Тича,311.8,40.0,239.285,76.74,199.285,73.32,0.163,2.999,↓
7,БДЧР,Камчия,233.55,76.0,205.742,88.09,129.742,82.35,0.017,2.893,↓
8,БДЧР,Ясна поляна,32.32,7.55,19.575,60.57,12.025,48.55,0.012,0.359,↓
9,БДИБР,Асеновец,28.2,2.0,18.607,65.98,16.607,63.39,0.243,0.706,↓
10,БДИБР,Боровица,27.3,4.6,25.5,93.41,20.9,92.07,0.089,0.39,↓
11,БДЗБР,Студена,25.2,2.4,22.045,87.48,19.645,86.16,0.213,0.727,↓
12,БДЗБР,Дяково,35.4,8.0,28.228,79.74,20.228,73.82,0.012,0.65,↓
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.79,77.15,0.69,74.68,,,↓
14,БДЗБР,Карагьол - за рез.водоснабдяване,2.252,0.2,1.735,77.06,1.535,74.83,,,д
15,БДДР,Огняново - за рез.водоснабдяване **,31.6,2.5,18.294,57.89,15.794,54.27,0.127,0.335,↓
16,БДДР,Панчарево,6.465,1.5,5.374,83.12,3.874,78.02,9.313,9.313,᷆
17,БДДР,Ястребино,62.3,3.9,35.383,56.79,31.483,53.91,0.081,1.134,↓
18,БДДР,Кула,20.25,0.7,7.918,39.1,7.218,36.92,0.15,0.15,~
19,БДДР,Рабиша,43.2,2.4,12.671,29.33,10.271,25.17,0.0,0.035,↓
20,БДДР,Огоста,506.0,67.0,241.94,47.81,174.94,39.85,0.579,6.134,↓
21,БДДР,Сопот,60.908,1.3,35.404,58.13,34.104,57.21,1.042,2.951,↓
22,БДДР,Горни Дъбник,130.0,3.0,49.109,37.78,46.109,36.31,0.799,1.47,↓
23,БДДР,Бели Лом,25.5,3.2,8.611,33.77,5.411,24.26,0.058,0.278,↓
24,БДЧР,Съединение,12.81,1.5,8.276,64.61,6.776,59.91,0.012,0.116,↓
25,БДЧР,Георги Трайков (Цонево),330.0,21.0,190.2,57.64,169.2,54.76,0.53,3.539,↓
26,БДЧР,Порой,45.2,2.0,4.736,10.48,2.736,6.33,0.092,0.024,↑
27,БДЧР,Ахелой,12.35,0.8,2.857,23.13,2.057,17.81,0.012,0.058,↓
28,БДИБР,Жребчево,400.0,30.0,157.36,39.34,127.36,34.42,0.074,7.539,↓
29,БДИБР,Малко Шарково,45.0,3.9,34.08,75.73,30.18,73.43,0.037,0.384,↓
30,БДИБР,Домлян,26.074,0.7,7.511,28.81,6.811,26.84,0.795,1.078,↓
31,БДИБР,Пясъчник,206.53,3.4,29.322,14.2,25.922,12.76,0.749,0.217,↑
32,БДИБР,Тополница,137.108,20.0,34.24,24.97,14.24,12.16,4.606,9.387,↓
33,БДИБР,Тракиец,114.0,24.0,66.544,58.37,42.544,47.27,0.012,0.891,↓
34,БДЗБР,Пчелина,54.2,34.2,53.9,99.45,19.7,98.5,3.438,3.438,᷆
35,БДДР,Александър Стамболийски,205.569,20.0,123.622,60.14,103.622,55.84,1.322,2.23,↓
36,БДДР,Кокаляне,,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,20.995,14.76,15.585,11.39,0.278,5.092,↓
38,БДИБР,Белмекен,144.036,3.81,114.14,79.24,110.33,78.68,,,↑
39,БДИБР,Чаира,5.5,1.369,2.371,43.11,1.002,24.25,,,↓
40,БДИБР,Голям Беглик,62.111,3.942,46.073,74.18,42.131,72.43,,,↓
41,БДИБР,Широка поляна,23.98,3.3,13.411,55.92,10.111,48.89,,,↓
42,БДИБР,Беглика,1.554,0.242,0.99,63.71,0.748,57.01,0.064,0.007,↑
43,БДИБР,Тошков Чарк,1.782,0.276,0.636,35.68,0.36,23.89,0.305,0.004,↑
44,БДИБР,Батак,310.298,19.95,184.884,59.58,164.934,56.81,3.119,6.312,↓
45,БДЗБР,Доспат,449.249,14.907,357.754,79.63,342.847,78.93,0.999,4.554,↓
46,БДИБР,Цанков камък,110.708,31.2,84.175,76.03,52.975,66.63,7.182,8.387,↓
47,БДИБР,Въча,226.12,24.52,176.832,78.2,152.312,75.55,9.602,6.685,↑
48,БДИБР,Кричим,20.256,1.73,19.26,95.08,17.53,94.63,6.073,4.673,↑
49,БДИБР,Кърджали,497.236,107.176,365.592,73.52,258.416,66.25,3.378,6.493,↓
50,БДИБР,Студен кладенец,387.772,90.667,251.512,64.86,160.845,54.14,8.511,13.507,↓
51,БДИБР,Ивайловград,156.702,59.526,139.962,89.32,80.436,82.77,10.542,10.542,~
52,БДИБР,Розов кладенец,20.4,13.268,17.88,87.65,4.612,64.67,,,↓
