id,basin_directorate,name,total_volume,sanitary_volume,current_volume,current_volume_percent,current_useful_volume,current_useful_volume_percent,ingress,egress,trend
1,БДДР,Искър,655.252,87.2,514.879,78.58,427.679,75.29,2.19,3.268,↓
2,БДДР,Бели Искър,15.08,1.4,12.083,80.13,10.683,78.1,0.507,0.5,↓
3,БДДР,Среченска бара,15.5,1.0,15.37,99.16,14.37,99.1,0.521,0.521,~
4,БДДР,Христо Смирненски,27.7,4.2,23.681,85.49,19.481,82.9,0.767,0.767,~
5,БДДР,Йовковци,92.179,9.0,72.039,78.15,63.039,75.79,0.138,0.695,↓
6,БДЧР,Тича,311.8,40.0,134.462,43.12,94.462,34.75,0.34,1.066,↓
7,БДЧР,Камчия,233.55,76.3,116.855,50.03,40.555,25.79,2.662,1.852,~
8,БДЧР,Ясна поляна,32.32,7.55,18.261,56.5,10.711,43.24,0.012,0.266,↓
9,БДИБР,Асеновец,28.2,2.0,10.2,36.17,8.2,31.3,0.463,0.139,↑
10,БДИБР,Боровица,27.3,4.6,26.05,95.42,21.45,94.49,0.38,0.38,~
11,БДЗБР,Студена,25.2,2.4,21.369,84.8,18.969,83.2,0.488,0.591,↓
12,БДЗБР,Дяково,35.4,8.0,29.515,83.37,21.515,78.52,0.177,0.177,~
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.226,22.04,0.126,13.6,,,↑
14,БДЗБР,Карагьол - за рез.водоснабдяване,2.252,0.2,1.645,73.05,1.445,70.42,,,↓
15,БДДР,Огняново - за рез.водоснабдяване,31.6,2.5,18.308,57.94,15.808,54.32,0.265,0.198,~
16,БДДР,Панчарево - за рез.водоснабдяване,6.465,1.5,5.374,83.12,3.874,78.02,2.823,2.902,↓
17,БДДР,Ястребино,62.3,3.9,12.926,20.75,9.026,15.46,0.058,0.058,~
18,БДДР,Кула,20.25,0.7,7.838,38.71,7.138,36.51,0.035,0.035,~
19,БДДР,Рабиша,43.2,2.4,12.235,28.32,9.835,24.11,0.1,0.1,~
20,БДДР,Огоста,506.0,67.0,197.03,38.94,130.03,29.62,1.968,2.315,↓
21,БДДР,Сопот,60.908,1.3,24.205,39.74,22.905,38.43,0.995,0.185,↑
22,БДДР,Горни Дъбник,130.0,3.0,50.658,38.97,47.658,37.53,1.632,0.301,↑
23,БДДР,Бели Лом,25.5,3.2,8.098,31.76,4.898,21.96,0.266,0.058,↑
24,БДЧР,Съединение,12.81,1.5,5.67,44.26,4.17,36.87,0.046,0.046,~
25,БДЧР,Георги Трайков,330.0,21.0,108.417,32.85,87.417,28.29,0.169,0.829,~
26,БДЧР,Порой,45.2,2.0,9.044,20.01,7.044,16.31,0.05,0.084,↓
27,БДЧР,Ахелой,12.67,0.8,2.642,20.85,1.842,15.52,0.081,0.011,↑
28,БДИБР,Жребчево,400.0,30.0,116.395,29.1,86.395,23.35,7.433,1.588,↑
29,БДИБР,Малко Шарково,45.0,3.9,18.3,40.67,14.4,35.04,0.03,0.09,↓
30,БДИБР,Домлян,26.074,0.7,7.234,27.74,6.534,25.75,0.82,0.065,↑
31,БДИБР,Пясъчник,206.53,3.4,20.965,10.15,17.565,8.65,0.559,0.154,↑
32,БДИБР,Тополница,137.108,20.0,36.827,26.86,16.827,14.37,3.206,0.197,↑
33,БДИБР,Тракиец,114.0,24.0,64.74,56.79,40.74,45.27,0.347,0.116,↑
34,БДЗБР,Пчелина,54.2,34.2,53.95,99.54,19.75,98.75,3.53,3.53,~
35,БДДР,Александър Стамболийски,205.569,20.0,132.663,64.53,112.663,60.71,4.687,4.559,~
36,БДДР,Кокаляне,,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,44.975,31.63,39.565,28.92,4.583,0.0,↑
38,БДИБР,Белмекен,144.036,3.81,95.442,66.26,91.632,65.35,,,↓
39,БДИБР,Чаира,5.5,1.369,2.366,43.02,0.997,24.13,,,↑
40,БДИБР,Голям Беглик,62.111,3.942,46.319,74.57,42.377,72.85,,,↓
41,БДИБР,Широка поляна,23.98,3.3,13.141,54.8,9.841,47.59,,,↓
42,БДИБР,Беглика,1.554,0.242,1.012,65.12,0.77,58.69,0.083,0.0,↑
43,БДИБР,Тошков Чарк,1.782,0.276,0.753,42.26,0.477,31.67,0.406,0.0,↑
44,БДИБР,Батак,310.298,19.95,203.293,65.52,183.343,63.15,6.645,2.118,↑
45,БДЗБР,Доспат,449.249,14.907,352.839,78.54,337.932,77.8,4.054,13.18,↓
46,БДИБР,Цанков камък,110.708,31.2,89.288,80.65,58.088,73.06,20.562,18.301,↑
47,БДИБР,Въча,226.12,24.52,201.862,89.27,177.342,87.97,18.719,13.81,↑
48,БДИБР,Кричим,20.256,1.73,19.131,94.45,17.401,93.93,13.845,20.732,↓
49,БДИБР,Кърджали,497.236,107.176,352.311,70.85,245.135,62.85,18.277,29.392,↓
50,БДИБР,Студен кладенец,387.772,90.667,292.262,75.37,201.595,67.85,48.665,45.462,↑
51,БДИБР,Ивайловград,156.702,59.526,118.569,75.67,59.043,60.76,44.814,45.891,↓
52,БДИБР,Розов кладенец,20.4,13.268,16.152,79.18,2.884,40.44,,,↓
