id,basin_directorate,name,total_volume,sanitary_volume,current_volume,current_volume_percent,current_useful_volume,current_useful_volume_percent,ingress,egress,trend
1,БДДР,Искър,655.252,87.2,547.672,83.58,460.472,81.06,8.107,4.941,↑
2,БДДР,Бели Искър,15.08,1.4,10.395,68.93,8.995,65.75,2.098,1.54,↑
3,БДДР,Среченска бара,15.5,1.0,14.931,96.33,13.931,96.08,0.741,2.072,↓
4,БДДР,Христо Смирненски,27.7,4.2,20.014,72.25,15.814,67.29,0.078,0.328,↓
5,БДДР,Йовковци,92.179,9.0,84.923,92.13,75.923,91.28,0.204,0.831,↓
6,БДЧР,Тича,311.8,40.0,238.305,76.43,198.305,72.96,0.052,3.09,↓
7,БДЧР,Камчия,233.55,76.0,204.569,87.59,128.569,81.61,1.123,2.636,↓
8,БДЧР,Ясна поляна,32.32,7.55,19.375,59.95,11.825,47.74,0.012,0.44,↓
9,БДИБР,Асеновец,28.2,2.0,18.413,65.29,16.413,62.65,0.174,0.637,↓
10,БДИБР,Боровица,27.3,4.6,25.414,93.09,20.814,91.69,0.135,0.39,↓
11,БДЗБР,Студена,25.2,2.4,21.897,86.89,19.497,85.51,0.33,0.673,↓
12,БДЗБР,Дяково,35.4,8.0,28.154,79.53,20.154,73.56,0.212,0.212,~
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.8,78.13,0.7,75.76,,,↑
14,БДЗБР,Карагьол - за рез.водоснабдяване,2.252,0.2,1.74,77.25,1.54,75.03,,,д
15,БДДР,Огняново - за рез.водоснабдяване **,31.6,2.5,18.222,57.66,15.722,54.03,0.127,0.335,↓
16,БДДР,Панчарево,6.465,1.5,5.288,81.79,3.788,76.29,2.977,4.125,᷆
17,БДДР,Ястребино,62.3,3.9,35.022,56.22,31.122,53.29,0.058,1.204,↓
18,БДДР,Кула,20.25,0.7,7.904,39.03,7.204,36.85,0.081,0.15,↓
19,БДДР,Рабиша,43.2,2.4,12.659,29.3,10.259,25.14,0.0,0.035,↓
20,БДДР,Огоста,506.0,67.0,239.895,47.41,172.895,39.38,0.116,6.366,↓
21,БДДР,Сопот,60.908,1.3,34.535,56.7,33.235,55.76,0.231,2.951,↓
22,БДДР,Горни Дъбник,130.0,3.0,48.889,37.61,45.889,36.13,0.856,1.47,↓
23,БДДР,Бели Лом,25.5,3.2,8.592,33.69,5.392,24.18,0.093,0.093,~
24,БДЧР,Съединение,12.81,1.5,8.241,64.33,6.741,59.6,0.023,0.127,↓
25,БДЧР,Георги Трайков (Цонево),330.0,21.0,189.42,57.4,168.42,54.5,1.484,2.989,↓
26,БДЧР,Порой,45.2,2.0,4.724,10.45,2.724,6.31,0.081,0.0,↑
27,БДЧР,Ахелой,12.35,0.8,2.872,23.26,2.072,17.94,0.162,0.035,↑
28,БДИБР,Жребчево,400.0,30.0,155.554,38.89,125.554,33.93,2.549,7.028,↓
29,БДИБР,Малко Шарково,45.0,3.9,33.964,75.48,30.064,73.15,0.011,0.346,↓
30,БДИБР,Домлян,26.074,0.7,7.291,27.96,6.591,25.98,0.323,1.077,↓
31,БДИБР,Пясъчник,206.53,3.4,30.518,14.78,27.118,13.35,5.525,0.201,↑
32,БДИБР,Тополница,137.108,20.0,32.762,23.9,12.762,10.9,5.613,6.111,↓
33,БДИБР,Тракиец,114.0,24.0,66.24,58.11,42.24,46.93,0.012,0.891,↓
34,БДЗБР,Пчелина,54.2,34.2,53.9,99.45,19.7,98.5,3.438,3.438,᷆
35,БДДР,Александър Стамболийски,205.569,20.0,123.151,59.91,103.151,55.59,0.368,2.18,↓
36,БДДР,Кокаляне,,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,19.741,13.88,14.331,10.48,0.773,4.64,↓
38,БДИБР,Белмекен,144.036,3.81,114.593,79.56,110.783,79.0,,,↑
39,БДИБР,Чаира,5.5,1.369,2.299,41.8,0.93,22.52,,,↓
40,БДИБР,Голям Беглик,62.111,3.942,46.531,74.92,42.589,73.22,,,↑
41,БДИБР,Широка поляна,23.98,3.3,13.141,54.8,9.841,47.59,,,↓
42,БДИБР,Беглика,1.554,0.242,0.988,63.55,0.746,56.82,0.108,0.48,↓
43,БДИБР,Тошков Чарк,1.782,0.276,0.616,34.56,0.34,22.57,0.362,0.628,↓
44,БДИБР,Батак,310.298,19.95,183.229,59.05,163.279,56.24,0.465,7.916,↓
45,БДЗБР,Доспат,449.249,14.907,358.573,79.82,343.666,79.12,5.734,0.994,↑
46,БДИБР,Цанков камък,110.708,31.2,83.915,75.8,52.715,66.3,8.801,7.002,↑
47,БДИБР,Въча,226.12,24.52,178.118,78.77,153.598,76.19,15.243,12.754,↑
48,БДИБР,Кричим,20.256,1.73,19.131,94.44,17.401,93.93,13.118,12.518,↑
49,БДИБР,Кърджали,497.236,107.176,362.774,72.96,255.598,65.53,1.177,5.825,↓
50,БДИБР,Студен кладенец,387.772,90.667,250.007,64.47,159.34,53.63,4.15,9.114,↓
51,БДИБР,Ивайловград,156.702,59.526,143.543,91.6,84.017,86.46,11.619,1.616,↑
52,БДИБР,Розов кладенец,20.4,13.268,17.664,86.59,4.396,61.64,,,↓
