id,basin_directorate,name,total_volume,sanitary_volume,current_volume,current_volume_percent,current_useful_volume,current_useful_volume_percent,ingress,egress,trend
1,БДДР,Искър,655.252,87.2,537.05,81.96,449.85,79.19,2.058,3.628,↓
2,БДДР,Бели Искър,15.08,1.4,8.994,59.64,7.594,55.51,0.415,0.491,↓
3,БДДР,Среченска бара,15.5,1.0,14.662,94.59,13.662,94.22,0.289,0.625,↓
4,БДДР,Христо Смирненски,27.7,4.2,19.107,68.98,14.907,63.44,0.092,0.333,↓
5,БДДР,Йовковци,92.179,9.0,82.377,89.37,73.377,88.22,0.109,1.03,↓
6,БДЧР,Тича,311.8,40.0,230.557,73.94,190.557,70.11,0.109,1.818,↓
7,БДЧР,Камчия,233.55,76.0,192.347,82.36,116.347,73.85,0.011,2.338,↓
8,БДЧР,Ясна поляна,32.32,7.55,17.331,53.62,9.781,39.49,0.012,0.336,↓
9,БДИБР,Асеновец,28.2,2.0,16.34,57.94,14.34,54.73,0.162,0.706,↓
10,БДИБР,Боровица,27.3,4.6,24.317,89.07,19.717,86.86,0.026,0.42,↓
11,БДЗБР,Студена,25.2,2.4,20.785,82.48,18.385,80.64,0.296,0.789,↓
12,БДЗБР,Дяково,35.4,8.0,28.154,79.53,20.154,73.56,0.012,0.65,↓
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.599,58.45,0.499,53.95,,,↓
14,БДЗБР,Карагьол - за рез.водоснабдяване,2.252,0.2,1.779,78.99,1.579,76.94,,,д
15,БДДР,Огняново - за рез.водоснабдяване **,31.6,2.5,17.494,55.36,14.994,51.53,0.185,0.335,↓
16,БДДР,Панчарево,6.465,1.5,5.421,83.85,3.921,78.98,4.584,3.292,᷆
17,БДДР,Ястребино,62.3,3.9,33.941,54.48,30.041,51.44,0.139,0.139,~
18,БДДР,Кула,20.25,0.7,7.549,37.28,6.849,35.03,0.0,0.127,↓
19,БДДР,Рабиша,43.2,2.4,12.559,29.07,10.159,24.9,0.0,0.023,↓
20,БДДР,Огоста,506.0,67.0,221.77,43.83,154.77,35.26,0.116,5.729,↓
21,БДДР,Сопот,60.908,1.3,30.445,49.99,29.145,48.89,0.127,2.211,↓
22,БДДР,Горни Дъбник,130.0,3.0,47.204,36.31,44.204,34.81,1.111,1.111,~
23,БДДР,Бели Лом,25.5,3.2,8.459,33.17,5.259,23.58,0.081,0.081,~
24,БДЧР,Съединение,12.81,1.5,8.214,64.12,6.714,59.36,0.093,0.093,~
25,БДЧР,Георги Трайков (Цонево),330.0,21.0,179.535,54.4,158.535,51.31,0.0,3.01,↓
26,БДЧР,Порой,45.2,2.0,4.557,10.08,2.557,5.92,0.069,0.0,↑
27,БДЧР,Ахелой,12.35,0.8,2.786,22.56,1.986,17.19,0.023,0.023,~
28,БДИБР,Жребчево,400.0,30.0,149.825,37.46,119.825,32.39,1.014,2.461,↓
29,БДИБР,Малко Шарково,45.0,3.9,33.175,73.72,29.275,71.23,0.042,0.378,↓
30,БДИБР,Домлян,26.074,0.7,6.754,25.9,6.054,23.86,2.083,0.084,↑
31,БДИБР,Пясъчник,206.53,3.4,33.95,16.44,30.55,15.04,0.203,0.203,~
32,БДИБР,Тополница,137.108,20.0,33.979,24.78,13.979,11.94,0.799,0.556,↑
33,БДИБР,Тракиец,114.0,24.0,64.539,56.61,40.539,45.04,0.012,0.197,↓
34,БДЗБР,Пчелина,54.2,34.2,53.9,99.45,19.7,98.5,3.438,3.438,᷆
35,БДДР,Александър Стамболийски,205.569,20.0,122.136,59.41,102.136,55.04,0.193,1.095,↓
36,БДДР,Кокаляне,,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,19.249,13.54,13.839,10.12,1.146,1.146,~
38,БДИБР,Белмекен,144.036,3.81,102.045,70.85,98.235,70.06,,,↑
39,БДИБР,Чаира,5.5,1.369,1.496,27.2,0.127,3.08,,,↓
40,БДИБР,Голям Беглик,62.111,3.942,41.58,66.94,37.638,64.7,,,↓
41,БДИБР,Широка поляна,23.98,3.3,9.53,39.74,6.23,30.13,,,↓
42,БДИБР,Беглика,1.554,0.242,0.992,63.87,0.75,57.2,0.061,0.004,↑
43,БДИБР,Тошков Чарк,1.782,0.276,0.668,37.48,0.392,26.02,0.252,0.252,~
44,БДИБР,Батак,310.298,19.95,178.889,57.65,158.939,54.74,2.683,0.677,↑
45,БДЗБР,Доспат,449.249,14.907,342.499,76.24,327.592,75.42,1.078,1.078,~
46,БДИБР,Цанков камък,110.708,31.2,85.565,77.29,54.365,68.38,1.703,1.397,↑
47,БДИБР,Въча,226.12,24.52,163.621,72.36,139.101,69.0,11.288,16.982,↓
48,БДИБР,Кричим,20.256,1.73,19.174,94.66,17.444,94.16,18.289,23.797,↓
49,БДИБР,Кърджали,497.236,107.176,290.603,58.44,183.427,47.03,0.662,31.392,↓
50,БДИБР,Студен кладенец,387.772,90.667,236.907,61.09,146.24,49.22,41.923,21.035,↑
51,БДИБР,Ивайловград,156.702,59.526,138.828,88.59,79.302,81.61,30.631,37.18,↓
52,БДИБР,Розов кладенец,20.4,13.268,16.404,80.41,3.136,43.97,,,↑
