id,basin_directorate,name,total_volume,sanitary_volume,current_volume,current_volume_percent,current_useful_volume,current_useful_volume_percent,ingress,egress,trend
1,БДДР,Искър,655.252,87.2,548.767,83.75,461.567,81.25,4.964,4.964,~
2,БДДР,Бели Искър,15.08,1.4,11.157,73.99,9.757,71.32,1.874,1.363,↑
3,БДДР,Среченска бара,15.5,1.0,15.142,97.69,14.142,97.53,0.255,0.706,↓
4,БДДР,Христо Смирненски,27.7,4.2,20.453,73.84,16.253,69.16,0.063,0.329,↓
5,БДДР,Йовковци,92.179,9.0,86.012,93.31,77.012,92.59,0.07,0.703,↓
6,БДЧР,Тича,311.8,40.0,243.468,78.08,203.468,74.86,0.13,3.371,↓
7,БДЧР,Камчия,233.55,76.0,210.802,90.26,134.802,85.56,0.02,3.202,↓
8,БДЧР,Ясна поляна,32.32,7.55,20.502,63.43,12.952,52.29,0.012,0.532,↓
9,БДИБР,Асеновец,28.2,2.0,19.44,68.94,17.44,66.56,0.069,0.718,↓
10,БДИБР,Боровица,27.3,4.6,25.757,94.35,21.157,93.2,0.24,0.39,↓
11,БДЗБР,Студена,25.2,2.4,22.566,89.55,20.166,88.45,1.233,0.712,↑
12,БДЗБР,Дяково,35.4,8.0,28.393,80.21,20.393,74.43,0.058,0.271,↓
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.796,77.76,0.696,75.35,,,↓
14,БДЗБР,Карагьол - за рез.водоснабдяване,2.252,0.2,1.716,76.19,1.516,73.87,,,д
15,БДДР,Огняново - за рез.водоснабдяване **,31.6,2.5,18.564,58.75,16.064,55.2,0.566,0.335,↑
16,БДДР,Панчарево,6.465,1.5,5.367,83.01,3.867,77.88,3.051,3.287,᷆
17,БДДР,Ястребино,62.3,3.9,37.823,60.71,33.923,58.09,0.046,1.944,↓
18,БДДР,Кула,20.25,0.7,8.1,40.0,7.4,37.85,0.046,0.15,↓
19,БДДР,Рабиша,43.2,2.4,12.724,29.45,10.324,25.3,0.0,0.046,↓
20,БДДР,Огоста,506.0,67.0,244.98,48.42,177.98,40.54,0.463,6.25,↓
21,БДДР,Сопот,60.908,1.3,37.0,60.75,35.7,59.89,0.787,3.102,↓
22,БДДР,Горни Дъбник,130.0,3.0,50.142,38.57,47.142,37.12,0.336,1.655,↓
23,БДДР,Бели Лом,25.5,3.2,8.744,34.29,5.544,24.86,0.035,0.475,↓
24,БДЧР,Съединение,12.81,1.5,8.357,65.24,6.857,60.63,0.023,0.116,↓
25,БДЧР,Георги Трайков (Цонево),330.0,21.0,194.362,58.9,173.362,56.1,0.006,3.015,↓
26,БДЧР,Порой,45.2,2.0,4.82,10.66,2.82,6.53,0.093,0.0,↑
27,БДЧР,Ахелой,12.35,0.8,2.921,23.65,2.121,18.36,0.023,0.046,↓
28,БДИБР,Жребчево,400.0,30.0,169.72,42.43,139.72,37.76,3.484,18.762,↓
29,БДИБР,Малко Шарково,45.0,3.9,34.197,75.99,30.297,73.72,0.012,0.347,↓
30,БДИБР,Домлян,26.074,0.7,7.788,29.87,7.088,27.93,0.078,2.72,↓
31,БДИБР,Пясъчник,206.53,3.4,28.118,13.61,24.718,12.17,0.0,1.458,↓
32,БДИБР,Тополница,137.108,20.0,41.575,30.32,21.575,18.42,0.208,9.502,↓
33,БДИБР,Тракиец,114.0,24.0,68.044,59.69,44.044,48.94,0.012,1.91,↓
34,БДЗБР,Пчелина,54.2,34.2,53.9,99.45,19.7,98.5,3.438,3.438,᷆
35,БДДР,Александър Стамболийски,205.569,20.0,120.971,58.85,100.971,54.41,1.53,2.433,↓
36,БДДР,Кокаляне,,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,33.561,23.6,28.151,20.58,0.175,15.498,↓
38,БДИБР,Белмекен,144.036,3.81,118.218,82.08,114.408,81.59,,,↓
39,БДИБР,Чаира,5.5,1.369,2.664,48.44,1.295,31.35,,,↓
40,БДИБР,Голям Беглик,62.111,3.942,46.707,75.2,42.765,73.52,,,~
41,БДИБР,Широка поляна,23.98,3.3,15.125,63.08,11.825,57.18,,,↓
42,БДИБР,Беглика,1.554,0.242,0.96,61.8,0.718,54.75,0.147,0.004,↑
43,БДИБР,Тошков Чарк,1.782,0.276,0.462,25.93,0.186,12.35,0.283,0.377,↓
44,БДИБР,Батак,310.298,19.95,190.586,61.42,170.636,58.77,6.357,12.743,↓
45,БДЗБР,Доспат,449.249,14.907,365.33,81.32,350.423,80.68,1.602,2.787,↓
46,БДИБР,Цанков камък,110.708,31.2,85.169,76.93,53.969,67.88,9.075,45.647,↓
47,БДИБР,Въча,226.12,24.52,168.054,74.32,143.534,71.2,47.336,43.933,↑
48,БДИБР,Кричим,20.256,1.73,18.958,93.59,17.228,92.99,43.839,42.539,↑
49,БДИБР,Кърджали,497.236,107.176,371.544,74.72,264.368,67.78,4.899,45.991,↓
50,БДИБР,Студен кладенец,387.772,90.667,253.243,65.31,162.576,54.72,42.438,60.088,↓
51,БДИБР,Ивайловград,156.702,59.526,142.678,91.05,83.152,85.57,57.831,36.279,↑
52,БДИБР,Розов кладенец,20.4,13.268,18.816,92.24,5.548,77.79,,,~
