id,basin_directorate,name,total_volume,sanitary_volume,current_volume,current_volume_percent,current_useful_volume,current_useful_volume_percent,ingress,egress,trend
1,БДДР,Искър,655.252,87.2,525.98,80.27,438.78,77.24,7.689,3.337,↑
2,БДДР,Бели Искър,15.08,1.4,10.147,67.29,8.747,63.94,1.929,1.115,↑
3,БДДР,Среченска бара,15.5,1.0,14.758,95.21,13.758,94.88,2.002,0.671,↑
4,БДДР,Христо Смирненски,27.7,4.2,19.82,71.55,15.62,66.47,0.577,0.327,↓
5,БДДР,Йовковци,92.179,9.0,73.885,80.15,64.885,78.01,0.836,0.836,~
6,БДДР,Ястребино,62.3,3.9,12.958,20.8,9.058,15.51,0.509,0.139,↑
7,БДЧР,Тича,311.8,40.0,140.612,45.1,100.612,37.02,0.009,1.297,↓
8,БДЧР,Камчия,233.55,76.3,119.21,51.04,42.91,27.29,0.046,2.06,↓
9,БДЧР,Ясна поляна,32.32,7.55,20.09,62.16,12.54,50.63,0.046,0.347,↓
10,БДИБР,Асеновец,28.2,2.0,9.109,32.3,7.109,27.13,0.637,0.174,↑
11,БДИБР,Боровица,27.3,4.6,24.56,89.96,19.96,87.93,0.15,0.38,↓
12,БДЗБР,Студена,25.2,2.4,20.327,80.66,17.927,78.63,2.613,0.484,↑
13,БДЗБР,Дяково,35.4,8.0,25.896,73.15,17.896,65.31,2.822,0.287,↑
14,БДЗБР,Калин,1.024,0.1,0.781,76.29,0.681,73.73,,,↑
15,БДЗБР,Карагьол,2.252,0.2,1.514,67.23,1.314,64.04,,,д
16,БДДР,Панчарево,6.465,1.5,5.401,83.54,3.901,78.57,2.837,2.916,↓
17,БДДР,Огняново,31.6,2.5,21.055,66.63,18.555,63.76,0.143,0.108,~
18,БДДР,Кула,20.25,0.7,7.938,39.2,7.238,37.02,0.006,0.076,↓
19,БДДР,Рабиша,43.2,2.4,12.836,29.71,10.436,25.58,0.0,0.135,↓
20,БДДР,Огоста,506.0,67.0,209.92,41.49,142.92,32.56,0.231,5.093,↓
21,БДДР,Сопот,60.908,1.3,26.3,43.18,25.0,41.94,6.921,3.218,↑
22,БДДР,Горни Дъбник,130.0,3.0,48.257,37.12,45.257,35.64,1.366,0.752,↑
23,БДДР,Бели Лом,25.5,3.2,8.421,33.02,5.221,23.41,0.069,0.289,↓
24,БДЧР,Съединение,12.81,1.5,5.838,45.57,4.338,38.36,0.116,0.116,~
25,БДЧР,Георги Трайков,330.0,21.0,114.369,34.66,93.369,30.22,0.517,1.825,↓
26,БДЧР,Порой,45.2,2.0,9.376,20.74,7.376,17.07,0.331,0.146,↑
27,БДЧР,Ахелой,12.67,0.8,2.492,19.67,1.692,14.25,0.086,0.016,↑
28,БДИБР,Жребчево,400.0,30.0,82.792,20.7,52.792,14.27,9.411,1.633,↑
29,БДИБР,Малко Шарково,45.0,3.9,18.642,41.43,14.742,35.87,0.13,0.13,~
30,БДИБР,Домлян,26.074,0.7,1.455,5.58,0.755,2.97,0.007,0.099,↓
31,БДИБР,Пясъчник,206.53,3.4,18.095,8.76,14.695,7.23,1.123,0.144,↑
32,БДИБР,Тополница,137.108,20.0,23.405,17.07,3.405,2.91,1.62,0.185,↑
33,БДИБР,Тракиец,114.0,24.0,64.574,56.64,40.574,45.08,0.035,0.197,↓
34,БДЗБР,Пчелина,54.2,34.2,54.0,99.63,19.8,99.0,3.762,3.762,~
35,БДДР,Александър Стамболийски,205.569,20.0,113.887,55.4,93.887,50.59,1.881,0.0,↑
36,БДДР,Кокаляне,,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,17.051,11.99,11.641,8.51,2.134,0.0,↑
38,БДИБР,Белмекен,144.036,3.81,110.967,77.04,107.157,76.42,,,↓
39,БДИБР,Чаира,5.5,1.369,2.453,44.61,1.084,26.25,,,↓
40,БДИБР,Голям Беглик,62.111,3.942,51.406,82.76,47.464,81.6,,,↓
41,БДИБР,Широка поляна,23.98,3.3,17.322,72.24,14.022,67.8,,,~
42,БДИБР,Беглика,1.554,0.242,0.923,59.4,0.681,51.91,0.166,0.0,↑
43,БДИБР,Тошков Чарк,1.782,0.276,0.778,43.66,0.502,33.33,0.316,0.0,↑
44,БДИБР,Батак,310.298,19.95,195.644,63.05,175.694,60.51,5.288,2.465,↑
45,БДЗБР,Доспат,449.249,14.907,387.432,86.24,372.525,85.77,1.712,10.569,↓
46,БДИБР,Цанков камък,110.708,31.2,80.405,72.63,49.205,61.89,12.466,2.359,↑
47,БДИБР,Въча,226.12,24.52,193.815,85.71,169.295,83.98,6.252,4.692,↑
48,БДИБР,Кричим,20.256,1.73,19.044,94.02,17.314,93.46,5.036,5.019,~
49,БДИБР,Кърджали,497.236,107.176,348.527,70.09,241.351,61.88,5.806,13.405,↓
50,БДИБР,Студен кладенец,387.772,90.667,222.674,57.42,132.007,44.43,21.947,1.781,↑
51,БДИБР,Ивайловград,156.702,59.526,114.374,72.99,54.848,56.44,4.696,0.0,↑
52,БДИБР,Розов кладенец,20.4,13.268,16.224,79.53,2.956,41.45,,,↑
