id,basin_directorate,name,total_volume,sanitary_volume,current_volume,current_volume_percent,current_useful_volume,current_useful_volume_percent,ingress,egress,trend
1,БДДР,Искър,655.252,87.2,504.409,76.98,417.209,73.45,6.676,12.786,↓
2,БДДР,Бели Искър,15.08,1.4,9.653,64.01,8.253,60.33,0.317,0.781,↓
3,БДДР,Среченска бара,15.5,1.0,14.49,93.48,13.49,93.03,0.336,0.556,↓
4,БДДР,Христо Смирненски,27.7,4.2,23.832,86.04,19.632,83.54,0.053,0.782,↓
5,БДДР,Йовковци,,,,,,,,,
6,БДЧР,Тича,311.8,40.0,231.344,74.2,191.344,70.4,3.347,1.449,↑
7,БДЧР,Камчия,233.55,76.0,217.334,93.06,141.334,89.71,2.43,2.303,↑
8,БДЧР,Ясна поляна,32.32,7.55,23.378,72.33,15.828,63.9,0.012,0.382,↓
9,БДИБР,Асеновец,28.2,2.0,20.04,71.06,18.04,68.85,0.463,0.833,↓
10,БДИБР,Боровица,27.3,4.6,27.17,99.52,22.57,99.43,0.26,0.26,~
11,БДЗБР,Студена,25.2,2.4,18.778,74.51,16.378,71.83,0.468,0.812,↓
12,БДЗБР,Дяково,35.4,8.0,27.24,76.95,19.24,70.22,0.0,0.535,↓
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.292,28.52,0.192,20.78,,,↑
14,БДЗБР,Карагьол - за рез.водоснабдяване,2.252,0.2,0.662,29.37,0.462,22.49,,,д
15,БДДР,Огняново - за рез.водоснабдяване **,31.6,2.5,19.375,61.31,16.875,57.99,1.455,1.05,↑
16,БДДР,Панчарево,6.465,1.5,5.043,78.01,3.543,71.36,1.399,1.226,᷆
17,БДДР,Ястребино,62.3,3.9,40.513,65.03,36.613,62.69,0.324,0.104,↑
18,БДДР,Кула,20.25,0.7,8.965,44.27,8.265,42.28,0.081,0.116,↓
19,БДДР,Рабиша,43.2,2.4,11.675,27.03,9.275,22.73,0.012,0.012,~
20,БДДР,Огоста,506.0,67.0,203.82,40.28,136.82,31.17,0.81,6.597,↓
21,БДДР,Сопот,60.908,1.3,32.525,53.4,31.225,52.38,0.313,0.313,~
22,БДДР,Горни Дъбник,130.0,3.0,53.812,41.39,50.812,40.01,1.03,0.359,↑
23,БДДР,Бели Лом,25.5,3.2,9.393,36.84,6.193,27.77,0.185,0.081,↑
24,БДЧР,Съединение,12.81,1.5,8.303,64.82,6.803,60.15,0.069,0.069,~
25,БДЧР,Георги Трайков (Цонево),330.0,21.0,171.601,52.0,150.601,48.74,0.073,3.094,↓
26,БДЧР,Порой,45.2,2.0,4.652,10.29,2.652,6.14,0.486,0.0,↑
27,БДЧР,Ахелой,12.35,0.8,2.3,18.62,1.5,12.99,0.162,0.0,↑
28,БДИБР,Жребчево,400.0,30.0,224.2,56.05,194.2,52.49,6.775,8.627,↓
29,БДИБР,Малко Шарково,45.0,3.9,39.11,86.91,35.21,85.67,0.095,0.905,↓
30,БДИБР,Домлян,26.074,0.7,10.853,41.63,10.153,40.01,0.106,0.106,~
31,БДИБР,Пясъчник,206.53,3.4,34.0,16.46,30.6,15.06,1.939,0.203,↑
32,БДИБР,Тополница,137.108,20.0,91.799,66.95,71.799,61.31,4.931,0.556,↑
33,БДИБР,Тракиец,114.0,24.0,78.522,68.88,54.522,60.58,0.116,3.16,↓
34,БДЗБР,Пчелина,54.2,34.2,54.1,99.82,19.9,99.5,7.407,7.407,᷆
35,БДДР,Александър Стамболийски,205.569,20.0,135.531,65.93,115.531,62.26,3.894,1.033,↑
36,БДДР,Кокаляне,,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,74.111,52.11,68.701,50.22,3.692,2.06,↑
38,БДИБР,Белмекен,144.036,3.81,76.844,53.35,73.034,52.08,,,↓
39,БДИБР,Чаира,5.5,1.369,2.345,42.64,0.976,23.63,,,↑
40,БДИБР,Голям Беглик,62.111,3.942,44.134,71.06,40.192,69.1,,,↓
41,БДИБР,Широка поляна,23.98,3.3,11.599,48.37,8.299,40.13,,,↓
42,БДИБР,Беглика,1.554,0.242,0.953,61.33,0.711,54.19,0.205,0.436,↓
43,БДИБР,Тошков Чарк,1.782,0.276,1.067,59.88,0.791,52.52,0.336,0.625,↓
44,БДИБР,Батак,310.298,19.95,221.99,71.54,202.04,69.59,7.932,6.852,↑
45,БДЗБР,Доспат,449.249,14.907,369.425,82.23,354.518,81.62,2.517,6.072,↓
46,БДИБР,Цанков камък,110.708,31.2,78.795,71.17,47.595,59.86,13.797,8.415,↑
47,БДИБР,Въча,226.12,24.52,179.365,79.32,154.845,76.81,9.99,22.432,↓
48,БДИБР,Кричим,20.256,1.73,19.217,94.87,17.487,94.39,22.464,22.765,↓
49,БДИБР,Кърджали,497.236,107.176,387.138,77.86,279.962,71.77,16.297,47.097,↓
50,БДИБР,Студен кладенец,387.772,90.667,297.632,76.75,206.965,69.66,68.961,100.266,↓
51,БДИБР,Ивайловград,156.702,59.526,117.116,74.74,57.59,59.26,103.541,114.732,↓
52,БДИБР,Розов кладенец,20.4,13.268,18.6,91.18,5.332,74.76,,,↓
