id,basin_directorate,name,total_volume,sanitary_volume,current_volume,current_volume_percent,current_useful_volume,current_useful_volume_percent,ingress,egress,trend
1,БДДР,Искър,655.252,87.2,508.904,77.67,421.704,74.24,1.422,4.488,↓
2,БДДР,Бели Искър,15.08,1.4,8.748,58.01,7.348,53.71,0.244,1.142,↓
3,БДДР,Среченска бара,15.5,1.0,13.264,85.57,12.264,84.58,0.231,0.694,↓
4,БДДР,Христо Смирненски,27.7,4.2,21.573,77.88,17.373,73.93,0.356,0.356,~
5,БДДР,Йовковци,92.179,9.0,86.258,93.58,77.258,92.88,0.101,1.053,↓
6,БДЧР,Тича,311.8,40.0,234.788,75.3,194.788,71.67,0.087,2.175,↓
7,БДЧР,Камчия,233.55,76.0,207.725,88.94,131.725,83.61,0.024,2.627,↓
8,БДЧР,Ясна поляна,32.32,7.55,22.616,69.98,15.066,60.82,0.116,0.417,↓
9,БДИБР,Асеновец,28.2,2.0,22.56,80.0,20.56,78.47,0.208,0.856,↓
10,БДИБР,Боровица,27.3,4.6,24.321,89.09,19.721,86.88,0.079,0.38,↓
11,БДЗБР,Студена,25.2,2.4,17.393,69.02,14.993,65.76,0.541,0.823,↓
12,БДЗБР,Дяково,35.4,8.0,28.706,81.09,20.706,75.57,0.0,0.638,↓
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.768,74.95,0.668,72.24,,,↓
14,БДЗБР,Карагьол - за рез.водоснабдяване,2.252,0.2,1.087,48.25,0.887,43.21,,,д
15,БДДР,Огняново - за рез.водоснабдяване **,31.6,2.5,16.693,52.83,14.193,48.77,0.22,0.37,↓
16,БДДР,Панчарево,6.465,1.5,5.374,83.12,3.874,78.02,2.411,2.883,᷆
17,БДДР,Ястребино,62.3,3.9,40.186,64.5,36.286,62.13,0.301,0.718,↓
18,БДДР,Кула,20.25,0.7,9.134,45.11,8.434,43.14,0.023,0.139,↓
19,БДДР,Рабиша,43.2,2.4,12.355,28.6,9.955,24.4,0.012,0.081,↓
20,БДДР,Огоста,506.0,67.0,225.88,44.64,158.88,36.19,1.736,6.019,↓
21,БДДР,Сопот,60.908,1.3,33.55,55.08,32.25,54.1,0.451,3.345,↓
22,БДДР,Горни Дъбник,130.0,3.0,49.454,38.04,46.454,36.58,0.938,1.597,↓
23,БДДР,Бели Лом,25.5,3.2,8.82,34.59,5.62,25.2,0.116,0.116,~
24,БДЧР,Съединение,12.81,1.5,7.982,62.31,6.482,57.31,0.104,0.104,~
25,БДЧР,Георги Трайков (Цонево),330.0,21.0,177.324,53.73,156.324,50.59,0.005,3.015,↓
26,БДЧР,Порой,45.2,2.0,5.78,12.79,3.78,8.75,0.104,0.0,↑
27,БДЧР,Ахелой,12.35,0.8,3.02,24.45,2.22,19.22,0.024,0.337,↓
28,БДИБР,Жребчево,400.0,30.0,238.802,59.7,208.802,56.43,0.311,8.043,↓
29,БДИБР,Малко Шарково,45.0,3.9,36.494,81.1,32.594,79.3,0.387,0.387,~
30,БДИБР,Домлян,26.074,0.7,2.354,9.03,1.654,6.52,0.013,0.067,↓
31,БДИБР,Пясъчник,206.53,3.4,15.264,7.39,11.864,5.84,0.135,0.135,~
32,БДИБР,Тополница,137.108,20.0,29.924,21.83,9.924,8.47,0.231,3.993,↓
33,БДИБР,Тракиец,114.0,24.0,64.366,56.46,40.366,44.85,0.012,0.799,↓
34,БДЗБР,Пчелина,54.2,34.2,53.9,99.45,19.7,98.5,3.438,3.438,᷆
35,БДДР,Александър Стамболийски,205.569,20.0,122.098,59.39,102.098,55.02,0.136,12.329,↓
36,БДДР,Кокаляне,,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,37.304,26.23,31.894,23.31,1.026,5.35,↓
38,БДИБР,Белмекен,144.036,3.81,106.728,74.1,102.918,73.39,,,↓
39,БДИБР,Чаира,5.5,1.369,2.618,47.6,1.249,30.23,,,↑
40,БДИБР,Голям Беглик,62.111,3.942,46.743,75.26,42.801,73.58,,,↓
41,БДИБР,Широка поляна,23.98,3.3,14.191,59.18,10.891,52.66,,,↓
42,БДИБР,Беглика,1.554,0.242,0.958,61.65,0.716,54.57,0.062,0.004,↑
43,БДИБР,Тошков Чарк,1.782,0.276,0.778,43.66,0.502,33.33,0.232,0.44,↓
44,БДИБР,Батак,310.298,19.95,212.613,68.52,192.663,66.36,9.734,9.734,~
45,БДЗБР,Доспат,449.249,14.907,342.908,76.33,328.001,75.52,0.962,5.702,↓
46,БДИБР,Цанков камък,110.708,31.2,81.611,73.72,50.411,63.4,7.82,12.802,↓
47,БДИБР,Въча,226.12,24.52,184.396,81.55,159.876,79.3,14.137,17.123,↓
48,БДИБР,Кричим,20.256,1.73,19.572,96.62,17.842,96.31,17.007,16.905,↑
49,БДИБР,Кърджали,497.236,107.176,312.533,62.85,205.357,52.65,3.099,4.476,↓
50,БДИБР,Студен кладенец,387.772,90.667,218.569,56.37,127.902,43.05,3.914,6.049,↓
51,БДИБР,Ивайловград,156.702,59.526,69.323,44.24,9.797,10.08,5.222,5.222,~
52,БДИБР,Розов кладенец,20.4,13.268,16.512,80.94,3.244,45.49,,,~
