id,basin_directorate,name,total_volume,sanitary_volume,current_volume,current_volume_percent,current_useful_volume,current_useful_volume_percent,ingress,egress,trend
1,БДДР,Искър,655.252,87.2,529.614,80.83,442.414,77.88,1.944,8.186,↓
2,БДДР,Бели Искър,15.08,1.4,8.839,58.61,7.439,54.38,0.432,0.656,↓
3,БДДР,Среченска бара,15.5,1.0,14.259,91.99,13.259,91.44,0.278,0.613,↓
4,БДДР,Христо Смирненски,27.7,4.2,18.816,67.93,14.616,62.2,0.076,0.317,↓
5,БДДР,Йовковци,92.179,9.0,81.453,88.36,72.453,87.1,0.108,0.717,↓
6,БДЧР,Тича,311.8,40.0,228.49,73.28,188.49,69.35,0.155,1.864,↓
7,БДЧР,Камчия,233.55,76.0,189.148,80.99,113.148,71.82,0.015,2.214,↓
8,БДЧР,Ясна поляна,32.32,7.55,16.836,52.09,9.286,37.49,0.046,0.336,↓
9,БДИБР,Асеновец,28.2,2.0,15.58,55.25,13.58,51.83,0.058,0.752,↓
10,БДИБР,Боровица,27.3,4.6,23.951,87.73,19.351,85.25,0.024,0.29,↓
11,БДЗБР,Студена,25.2,2.4,20.19,80.12,17.79,78.03,0.32,0.796,↓
12,БДЗБР,Дяково,35.4,8.0,27.503,77.69,19.503,71.18,0.046,0.582,↓
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.387,37.74,0.287,31.01,,,↓
14,БДЗБР,Карагьол - за рез.водоснабдяване,2.252,0.2,1.781,79.06,1.581,77.02,,,д
15,БДДР,Огняново - за рез.водоснабдяване **,31.6,2.5,17.312,54.78,14.812,50.9,0.185,0.335,↓
16,БДДР,Панчарево,6.465,1.5,5.23,80.9,3.73,75.13,6.575,6.908,᷆
17,БДДР,Ястребино,62.3,3.9,33.973,54.53,30.073,51.49,0.081,0.081,~
18,БДДР,Кула,20.25,0.7,7.395,36.52,6.695,34.25,0.0,0.127,↓
19,БДДР,Рабиша,43.2,2.4,12.531,29.01,10.131,24.83,0.0,0.023,↓
20,БДДР,Огоста,506.0,67.0,214.81,42.45,147.81,33.67,0.116,5.903,↓
21,БДДР,Сопот,60.908,1.3,28.28,46.43,26.98,45.26,0.359,2.211,↓
22,БДДР,Горни Дъбник,130.0,3.0,46.94,36.11,43.94,34.6,0.914,0.914,~
23,БДДР,Бели Лом,25.5,3.2,8.488,33.29,5.288,23.71,0.185,0.069,↑
24,БДЧР,Съединение,12.81,1.5,8.214,64.12,6.714,59.36,0.069,0.069,~
25,БДЧР,Георги Трайков (Цонево),330.0,21.0,178.234,54.01,157.234,50.88,5.201,2.192,↑
26,БДЧР,Порой,45.2,2.0,4.616,10.21,2.616,6.06,0.197,0.0,↑
27,БДЧР,Ахелой,12.35,0.8,2.79,22.59,1.99,17.23,0.023,0.0,↑
28,БДИБР,Жребчево,400.0,30.0,149.013,37.25,119.013,32.17,1.426,2.15,↓
29,БДИБР,Малко Шарково,45.0,3.9,32.789,72.86,28.889,70.29,0.032,0.344,↓
30,БДИБР,Домлян,26.074,0.7,6.472,24.82,5.772,22.75,0.0,0.084,↓
31,БДИБР,Пясъчник,206.53,3.4,34.15,16.54,30.75,15.14,0.782,0.204,↑
32,БДИБР,Тополница,137.108,20.0,34.762,25.35,14.762,12.61,1.308,0.556,↑
33,БДИБР,Тракиец,114.0,24.0,64.309,56.41,40.309,44.79,0.006,0.197,↓
34,БДЗБР,Пчелина,54.2,34.2,53.9,99.45,19.7,98.5,3.438,3.438,᷆
35,БДДР,Александър Стамболийски,205.569,20.0,120.353,58.55,100.353,54.08,0.568,13.11,↓
36,БДДР,Кокаляне,,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,19.357,13.61,13.947,10.2,1.146,1.146,~
38,БДИБР,Белмекен,144.036,3.81,97.006,67.35,93.196,66.46,,,↓
39,БДИБР,Чаира,5.5,1.369,0.698,12.69,0.0,0.0,,,↓
40,БДИБР,Голям Беглик,62.111,3.942,39.787,64.06,35.845,61.62,,,↓
41,БДИБР,Широка поляна,23.98,3.3,8.213,34.25,4.913,23.76,,,↓
42,БДИБР,Беглика,1.554,0.242,0.97,62.44,0.728,55.51,0.023,0.48,↓
43,БДИБР,Тошков Чарк,1.782,0.276,0.666,37.4,0.39,25.92,0.219,0.378,↓
44,БДИБР,Батак,310.298,19.95,181.941,58.63,161.991,55.79,6.643,9.836,↓
45,БДЗБР,Доспат,449.249,14.907,342.294,76.19,327.387,75.38,0.656,0.656,~
46,БДИБР,Цанков камък,110.708,31.2,86.762,78.37,55.562,69.88,1.713,1.403,↑
47,БДИБР,Въча,226.12,24.52,151.512,67.01,126.992,62.99,2.211,20.76,↓
48,БДИБР,Кричим,20.256,1.73,19.511,96.32,17.781,95.98,20.676,16.072,↑
49,БДИБР,Кърджали,497.236,107.176,280.018,56.31,172.842,44.31,3.434,1.024,↑
50,БДИБР,Студен кладенец,387.772,90.667,232.322,59.91,141.655,47.68,0.489,2.774,↓
51,БДИБР,Ивайловград,156.702,59.526,133.961,85.49,74.435,76.6,1.948,0.364,↑
52,БДИБР,Розов кладенец,20.4,13.268,17.736,86.94,4.468,62.65,,,↑
