id,basin_directorate,name,total_volume,sanitary_volume,current_volume,current_volume_percent,current_useful_volume,current_useful_volume_percent,ingress,egress,trend
1,БДДР,Искър,655.252,87.2,541.669,82.67,454.469,80.0,2.408,16.594,↓
2,БДДР,Бели Искър,15.08,1.4,9.079,60.21,7.679,56.13,0.466,0.543,↓
3,БДДР,Среченска бара,15.5,1.0,14.96,96.52,13.96,96.28,0.313,0.648,↓
4,БДДР,Христо Смирненски,27.7,4.2,19.336,69.81,15.136,64.41,0.101,0.341,↓
5,БДДР,Йовковци,92.179,9.0,83.201,90.26,74.201,89.21,0.09,0.708,↓
6,БДЧР,Тича,311.8,40.0,232.18,74.46,192.18,70.71,0.097,1.805,↓
7,БДЧР,Камчия,233.55,76.0,195.363,83.65,119.363,75.76,0.014,2.352,↓
8,БДЧР,Ясна поляна,32.32,7.55,17.807,55.1,10.257,41.41,0.012,0.37,↓
9,БДИБР,Асеновец,28.2,2.0,16.853,59.76,14.853,56.69,0.023,0.637,↓
10,БДИБР,Боровица,27.3,4.6,24.6,90.11,20.0,88.11,0.019,0.32,↓
11,БДЗБР,Студена,25.2,2.4,21.253,84.34,18.853,82.69,0.249,0.755,↓
12,БДЗБР,Дяково,35.4,8.0,28.614,80.83,20.614,75.23,0.012,0.224,↓
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.788,76.9,0.688,74.4,,,↓
14,БДЗБР,Карагьол - за рез.водоснабдяване,2.252,0.2,1.752,77.78,1.552,75.61,,,д
15,БДДР,Огняново - за рез.водоснабдяване **,31.6,2.5,17.663,55.9,15.163,52.11,0.185,0.335,↓
16,БДДР,Панчарево,6.465,1.5,5.13,79.34,3.63,73.1,14.907,15.824,᷆
17,БДДР,Ястребино,62.3,3.9,33.941,54.48,30.041,51.44,0.116,0.116,~
18,БДДР,Кула,20.25,0.7,7.654,37.8,6.954,35.57,0.012,0.127,↓
19,БДДР,Рабиша,43.2,2.4,12.583,29.13,10.183,24.96,0.0,0.023,↓
20,БДДР,Огоста,506.0,67.0,227.215,44.9,160.215,36.5,0.116,6.481,↓
21,БДДР,Сопот,60.908,1.3,32.315,53.06,31.015,52.03,0.012,0.417,↓
22,БДДР,Горни Дъбник,130.0,3.0,47.362,36.43,44.362,34.93,0.359,0.961,↓
23,БДДР,Бели Лом,25.5,3.2,8.44,33.1,5.24,23.5,0.081,0.081,~
24,БДЧР,Съединение,12.81,1.5,8.214,64.12,6.714,59.36,0.093,0.093,~
25,БДЧР,Георги Трайков (Цонево),330.0,21.0,182.006,55.15,161.006,52.11,0.017,3.027,↓
26,БДЧР,Порой,45.2,2.0,4.557,10.08,2.557,5.92,0.093,0.0,↑
27,БДЧР,Ахелой,12.35,0.8,2.805,22.71,2.005,17.36,0.035,0.058,↓
28,БДИБР,Жребчево,400.0,30.0,150.2,37.55,120.2,32.49,4.256,4.256,~
29,БДИБР,Малко Шарково,45.0,3.9,33.496,74.44,29.596,72.01,0.034,0.381,↓
30,БДИБР,Домлян,26.074,0.7,6.653,25.52,5.953,23.46,0.099,0.18,↓
31,БДИБР,Пясъчник,206.53,3.4,33.7,16.32,30.3,14.92,0.202,0.202,~
32,БДИБР,Тополница,137.108,20.0,33.436,24.39,13.436,11.47,3.333,0.556,↑
33,БДИБР,Тракиец,114.0,24.0,64.735,56.79,40.735,45.26,0.012,0.22,↓
34,БДЗБР,Пчелина,54.2,34.2,53.9,99.45,19.7,98.5,3.438,3.438,᷆
35,БДДР,Александър Стамболийски,205.569,20.0,122.292,59.49,102.292,55.12,1.109,1.109,~
36,БДДР,Кокаляне,,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,19.249,13.54,13.839,10.12,1.146,1.146,~
38,БДИБР,Белмекен,144.036,3.81,107.057,74.33,103.247,73.63,,,↓
39,БДИБР,Чаира,5.5,1.369,1.692,30.76,0.323,7.81,,,↓
40,БДИБР,Голям Беглик,62.111,3.942,43.419,69.91,39.477,67.87,,,↓
41,БДИБР,Широка поляна,23.98,3.3,10.717,44.69,7.417,35.86,,,↓
42,БДИБР,Беглика,1.554,0.242,0.985,63.39,0.743,56.64,0.037,0.008,↑
43,БДИБР,Тошков Чарк,1.782,0.276,0.627,35.16,0.351,23.28,0.22,0.255,↓
44,БДИБР,Батак,310.298,19.95,175.335,56.51,155.385,53.52,4.327,2.321,↑
45,БДЗБР,Доспат,449.249,14.907,343.318,76.42,328.411,75.61,1.055,1.055,~
46,БДИБР,Цанков камък,110.708,31.2,84.383,76.22,53.183,66.89,4.467,1.453,↑
47,БДИБР,Въча,226.12,24.52,174.942,77.37,150.422,74.61,1.995,5.398,↓
48,БДИБР,Кричим,20.256,1.73,19.442,95.98,17.712,95.61,4.812,5.012,↓
49,БДИБР,Кърджали,497.236,107.176,318.168,63.99,210.992,54.09,2.382,24.814,↓
50,БДИБР,Студен кладенец,387.772,90.667,233.509,60.22,142.842,48.08,26.558,24.263,↑
51,БДИБР,Ивайловград,156.702,59.526,143.976,91.88,84.45,86.9,22.564,15.879,↑
52,БДИБР,Розов кладенец,20.4,13.268,15.936,78.12,2.668,37.41,,,↓
