id,basin_directorate,name,total_volume,sanitary_volume,current_volume,current_volume_percent,current_useful_volume,current_useful_volume_percent,ingress,egress,trend
1,БДДР,Искър,655.252,87.2,548.767,83.75,461.567,81.25,4.78,4.78,~
2,БДДР,Бели Искър,15.08,1.4,11.113,73.69,9.713,71.0,1.684,1.354,↑
3,БДДР,Среченска бара,15.5,1.0,15.181,97.94,14.181,97.8,1.62,2.072,↓
4,БДДР,Христо Смирненски,27.7,4.2,20.476,73.92,16.276,69.26,0.045,0.311,↓
5,БДДР,Йовковци,92.179,9.0,86.066,93.37,77.066,92.65,0.071,0.704,↓
6,БДЧР,Тича,311.8,40.0,243.748,78.17,203.748,74.96,0.088,3.329,↓
7,БДЧР,Камчия,233.55,76.0,211.17,90.42,135.17,85.79,0.014,3.208,↓
8,БДЧР,Ясна поляна,32.32,7.55,20.566,63.63,13.016,52.55,0.012,0.498,↓
9,БДИБР,Асеновец,28.2,2.0,19.496,69.13,17.496,66.78,0.069,0.718,↓
10,БДИБР,Боровица,27.3,4.6,25.77,94.4,21.17,93.26,0.309,0.39,↓
11,БДЗБР,Студена,25.2,2.4,22.521,89.37,20.121,88.25,0.185,0.706,↓
12,БДЗБР,Дяково,35.4,8.0,28.412,80.26,20.412,74.49,0.012,0.65,↓
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.799,78.0,0.699,75.62,,,↓
14,БДЗБР,Карагьол - за рез.водоснабдяване,2.252,0.2,1.716,76.19,1.516,73.87,,,д
15,БДДР,Огняново - за рез.водоснабдяване **,31.6,2.5,18.544,58.68,16.044,55.13,0.335,0.335,~
16,БДДР,Панчарево,6.465,1.5,5.387,83.33,3.887,78.29,3.094,3.408,᷆
17,БДДР,Ястребино,62.3,3.9,37.987,60.97,34.087,58.37,0.104,1.794,↓
18,БДДР,Кула,20.25,0.7,8.109,40.04,7.409,37.9,0.046,0.15,↓
19,БДДР,Рабиша,43.2,2.4,12.728,29.46,10.328,25.31,0.0,0.046,↓
20,БДДР,Огоста,506.0,67.0,245.48,48.51,178.48,40.66,0.521,6.308,↓
21,БДДР,Сопот,60.908,1.3,37.2,61.08,35.9,60.23,0.787,3.102,↓
22,БДДР,Горни Дъбник,130.0,3.0,50.256,38.66,47.256,37.21,0.833,1.505,↓
23,БДДР,Бели Лом,25.5,3.2,8.782,34.44,5.582,25.03,0.104,0.104,~
24,БДЧР,Съединение,12.81,1.5,8.365,65.3,6.865,60.7,0.012,0.116,↓
25,БДЧР,Георги Трайков (Цонево),330.0,21.0,194.622,58.98,173.622,56.19,0.049,3.058,↓
26,БДЧР,Порой,45.2,2.0,4.82,10.66,2.82,6.53,0.012,0.0,↑
27,БДЧР,Ахелой,12.35,0.8,2.925,23.68,2.125,18.4,0.012,0.035,↓
28,БДИБР,Жребчево,400.0,30.0,171.04,42.76,141.04,38.12,2.364,19.17,↓
29,БДИБР,Малко Шарково,45.0,3.9,34.226,76.06,30.326,73.79,0.012,0.359,↓
30,БДИБР,Домлян,26.074,0.7,8.016,30.74,7.316,28.83,0.079,2.626,↓
31,БДИБР,Пясъчник,206.53,3.4,28.244,13.68,24.844,12.23,0.0,1.458,↓
32,БДИБР,Тополница,137.108,20.0,42.378,30.91,22.378,19.11,0.313,10.475,↓
33,БДИБР,Тракиец,114.0,24.0,68.208,59.83,44.208,49.12,0.012,1.053,↓
34,БДЗБР,Пчелина,54.2,34.2,53.9,99.45,19.7,98.5,3.438,3.438,᷆
35,БДДР,Александър Стамболийски,205.569,20.0,121.049,58.88,101.049,54.45,1.695,2.59,↓
36,БДДР,Кокаляне,,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,34.885,24.53,29.475,21.55,0.353,15.001,↓
38,БДИБР,Белмекен,144.036,3.81,118.795,82.48,114.985,82.0,,,↓
39,БДИБР,Чаира,5.5,1.369,2.681,48.75,1.312,31.77,,,↓
40,БДИБР,Голям Беглик,62.111,3.942,46.707,75.2,42.765,73.52,,,↑
41,БДИБР,Широка поляна,23.98,3.3,15.328,63.92,12.028,58.16,,,↓
42,БДИБР,Беглика,1.554,0.242,0.948,61.01,0.706,53.81,0.183,0.955,↓
43,БДИБР,Тошков Чарк,1.782,0.276,0.47,26.38,0.194,12.89,0.284,0.378,↓
44,БДИБР,Батак,310.298,19.95,191.138,61.6,171.188,58.96,2.099,12.743,↓
45,БДЗБР,Доспат,449.249,14.907,365.432,81.34,350.525,80.7,1.573,2.758,↓
46,БДИБР,Цанков камък,110.708,31.2,88.329,79.79,57.129,71.85,6.91,26.331,↓
47,БДИБР,Въча,226.12,24.52,167.76,74.19,143.24,71.05,26.588,20.755,↑
48,БДИБР,Кричим,20.256,1.73,18.846,93.04,17.116,92.39,19.926,17.225,↑
49,БДИБР,Кърджали,497.236,107.176,375.094,75.44,267.918,68.69,5.225,9.984,↓
50,БДИБР,Студен кладенец,387.772,90.667,254.768,65.7,164.101,55.23,10.461,18.061,↓
51,БДИБР,Ивайловград,156.702,59.526,140.816,89.86,81.29,83.65,16.562,8.318,↑
52,БДИБР,Розов кладенец,20.4,13.268,18.816,92.24,5.548,77.79,,,↓
