id,basin_directorate,name,total_volume,sanitary_volume,current_volume,current_volume_percent,current_useful_volume,current_useful_volume_percent,ingress,egress,trend
1,БДДР,Искър,655.252,87.2,512.618,78.23,425.418,74.89,4.544,10.696,↓
2,БДДР,Бели Искър,15.08,1.4,10.299,68.29,8.899,65.05,0.121,0.667,↓
3,БДДР,Среченска бара,15.5,1.0,14.989,96.7,13.989,96.48,0.718,1.713,↓
4,БДДР,Христо Смирненски,27.7,4.2,24.879,89.82,20.679,88.0,0.117,1.285,↓
5,БДДР,Йовковци,92.179,9.0,83.951,91.07,74.951,90.11,0.097,0.719,↓
6,БДЧР,Тича,311.8,40.0,231.344,74.2,191.344,70.4,3.34,1.442,↑
7,БДЧР,Камчия,233.55,76.0,217.61,93.17,141.61,89.88,3.414,2.234,↑
8,БДЧР,Ясна поляна,32.32,7.55,23.642,73.15,16.092,64.97,0.567,0.336,↑
9,БДИБР,Асеновец,28.2,2.0,20.504,72.71,18.504,70.63,0.498,0.868,↓
10,БДИБР,Боровица,27.3,4.6,27.24,99.78,22.64,99.74,0.225,0.26,↓
11,БДЗБР,Студена,25.2,2.4,19.102,75.8,16.702,73.25,0.744,0.744,~
12,БДЗБР,Дяково,35.4,8.0,27.765,78.43,19.765,72.13,0.0,0.892,↓
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.272,26.53,0.172,18.58,,,~
14,БДЗБР,Карагьол - за рез.водоснабдяване,2.252,0.2,0.88,39.06,0.68,33.12,,,д
15,БДДР,Огняново - за рез.водоснабдяване **,31.6,2.5,19.725,62.42,17.225,59.19,0.702,0.505,↑
16,БДДР,Панчарево,6.465,1.5,5.058,78.23,3.558,71.65,9.059,9.976,᷆
17,БДДР,Ястребино,62.3,3.9,40.113,64.39,36.213,62.01,0.521,0.104,↑
18,БДДР,Кула,20.25,0.7,9.049,44.69,8.349,42.71,0.116,0.116,~
19,БДДР,Рабиша,43.2,2.4,11.675,27.03,9.275,22.73,0.012,0.012,~
20,БДДР,Огоста,506.0,67.0,208.45,41.2,141.45,32.22,8.565,3.356,↑
21,БДДР,Сопот,60.908,1.3,32.07,52.65,30.77,51.62,0.683,0.278,↑
22,БДДР,Горни Дъбник,130.0,3.0,52.665,40.51,49.665,39.11,0.984,0.313,↑
23,БДДР,Бели Лом,25.5,3.2,9.238,36.23,6.038,27.08,0.197,0.081,↑
24,БДЧР,Съединение,12.81,1.5,8.303,64.82,6.803,60.15,0.069,0.069,~
25,БДЧР,Георги Трайков (Цонево),330.0,21.0,173.162,52.47,152.162,49.24,3.12,3.12,~
26,БДЧР,Порой,45.2,2.0,4.439,9.82,2.439,5.65,0.208,0.0,↑
27,БДЧР,Ахелой,12.35,0.8,2.15,17.41,1.35,11.69,0.116,0.0,↑
28,БДИБР,Жребчево,400.0,30.0,224.84,56.21,194.84,52.66,5.885,5.885,~
29,БДИБР,Малко Шарково,45.0,3.9,38.791,86.2,34.891,84.89,0.461,0.091,↑
30,БДИБР,Домлян,26.074,0.7,10.802,41.43,10.102,39.81,0.085,0.085,~
31,БДИБР,Пясъчник,206.53,3.4,31.714,15.36,28.314,13.94,2.325,0.195,↑
32,БДИБР,Тополница,137.108,20.0,87.514,63.83,67.514,57.65,10.787,0.579,↑
33,БДИБР,Тракиец,114.0,24.0,79.71,69.92,55.71,61.9,3.623,2.118,↑
34,БДЗБР,Пчелина,54.2,34.2,54.05,99.72,19.85,99.25,6.238,6.238,᷆
35,БДДР,Александър Стамболийски,205.569,20.0,144.344,70.22,124.344,67.01,4.997,11.925,↓
36,БДДР,Кокаляне,,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,76.177,53.57,70.767,51.73,6.537,7.37,↓
38,БДИБР,Белмекен,144.036,3.81,84.086,58.38,80.276,57.25,,,↓
39,БДИБР,Чаира,5.5,1.369,2.069,37.62,0.7,16.95,,,↑
40,БДИБР,Голям Беглик,62.111,3.942,46.425,74.75,42.483,73.03,,,↑
41,БДИБР,Широка поляна,23.98,3.3,13.171,54.92,9.871,47.73,,,↑
42,БДИБР,Беглика,1.554,0.242,0.938,60.36,0.696,53.05,0.222,0.477,↓
43,БДИБР,Тошков Чарк,1.782,0.276,1.541,86.48,1.265,84.0,0.416,0.752,↓
44,БДИБР,Батак,310.298,19.95,221.43,71.36,201.48,69.39,9.287,4.966,↑
45,БДЗБР,Доспат,449.249,14.907,373.213,83.07,358.306,82.49,5.463,4.278,↑
46,БДИБР,Цанков камък,110.708,31.2,78.085,70.53,46.885,58.97,14.475,10.254,↑
47,БДИБР,Въча,226.12,24.52,188.266,83.26,163.746,81.22,11.888,22.339,↓
48,БДИБР,Кричим,20.256,1.73,19.364,95.6,17.634,95.19,22.274,17.974,↑
49,БДИБР,Кърджали,497.236,107.176,451.072,90.72,343.896,88.16,41.48,96.156,↓
50,БДИБР,Студен кладенец,387.772,90.667,329.577,84.99,238.91,80.41,121.656,151.543,↓
51,БДИБР,Ивайловград,156.702,59.526,123.657,78.91,64.131,65.99,158.602,173.335,↓
52,БДИБР,Розов кладенец,20.4,13.268,19.248,94.35,5.98,83.85,,,~
